title,price,area,rooms,floor,comandat,link,location
"spatiu birouri, Piata Balcescu,",800,100 mp utili,4 camere,Parter/4,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-4-camere-X6SD10014?lista=2350118,"Timisoara, zona Balcescu"
"PC168 Apartament 2 Camere , Modern , Zona Dambovita",300,42 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-2-camere-X7SO0006B?lista=2350118,"Timisoara, zona Dambovita"
"TAKE IONESCU, 2 CAM, 60MP!",550,60 mp utili,2 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-2-camere-X9O30003R?lista=2350118,"Timisoara, zona Take Ionescu"
"Dorobantilor, spatios, modern mobilat si utilat, centrala proprie",500,80 mp utili,4 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-4-camere-XARP1001M?lista=2350118,"Timisoara, zona Dorobantilor"
"Circumvalatiunii - 2 cam, semidecomandat",320,60 mp utili,2 camere,Etaj 4/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-XAB80000K?lista=2350118,"Timisoara, zona Circumvalatiunii"
"PC190 Apartament 2 Camere , Centrala Proprie , ULTRACENTRAL",450,58 mp utili,2 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X7SO000G6?lista=2350118,"Timisoara, zona Ultracentral"
Cochet si primitor!,350,70 mp utili,2 camere,Etaj 4/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X47N100C6?lista=2350118,"Timisoara, zona Aradului"
Apartament 3 camere 110 mp,500,110 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/iosefin/apartament-de-inchiriat-3-camere-X17L100R2?lista=2350118,"Timisoara, zona Iosefin"
De inchiriat apartament nou - zona Mircea cel Batran,590,91 mp utili,3 camere,Etaj 1/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/mircea-cel-batran/apartament-de-inchiriat-3-camere-X1BR1000C?lista=2350118,"Timisoara, zona Mircea cel Batran"
"TAKE IONESCU, 3 CAM, 80MP!",600,80 mp utili,3 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X9O30004G?lista=2350118,"Timisoara, zona Take Ionescu"
APARTAMENT DE INCCHIRIAT DE LUX IN BLOC NOU,490,55 mp utili,2 camere,Etaj 5/12,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X3HL1001V?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament cu 2 camere de inchiriat - zona Balcescu,350,51 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-X1BR10067?lista=2350118,"Timisoara, zona Balcescu"
Piata Maria-zona linistita - acces la mijloc de transport - 500 eu !,500,115 mp utili,3 camere,Etaj 1/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-maria/apartament-de-inchiriat-3-camere-X89S00008?lista=2350118,"Timisoara, zona P-ta Maria"
Spatiu 3 cam ULTRACENTRAL,800,106 mp utili,3 camere,Etaj 3/4,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X6SD10011?lista=2350118,"Timisoara, zona Ultracentral"
Ultracentral- 3 cam- Recent Amenajat- 450 Eu,450,65 mp utili,3 camere,Etaj 2/7,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/centrul-bancar/apartament-de-inchiriat-3-camere-X89S001LR?lista=2350118,"Timisoara, zona Centrul Bancar"
"Apartament 3 xamepere decomandat, Soarelui",350,78 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-3-camere-X9OS0004J?lista=2350118,"Timisoara, zona Soarelui"
"OCAZIE! Apartament cu 2 camere, in BLOC NOU, la et.1, LA CHEIE!",390,67 mp utili,2 camere,Etaj 1/7,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X0A410C3V?lista=2350118,"Timisoara, zona Torontalului"
De inchiriat apartament cu 3 camere calea Aradului,550,75 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-XADA0002V?lista=2350118,"Timisoara, zona Aradului"
"PC032 , Apartament 3 Camere, Loc Propriu de Parcare, Zona Torontalului",419,89 mp utili,3 camere,Etaj 2/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-X7SO0009N?lista=2350118,"Timisoara, zona Torontalului"
"AT088, Apartament 2 Camere, Centrala Proprie, Zona Girocului",350,40 mp utili,2 camere,Etaj 3/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X7SO0008I?lista=2350118,"Timisoara, zona Girocului"
Ap - complex rezidential the ring-mobilat si utilat lux-400 euro,400,75 mp utili,2 camere,Etaj 2/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XAB800006?lista=2350118,"Timisoara, zona Aradului"
Apartament cu 3 camere de inchiriat in zona Ultracentral,700,150 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X47N1003A?lista=2350118,"Timisoara, zona Ultracentral"
"zona Centru-Medicina, mobilata, utilata",200,26 mp utili,o cameră,Demisol/1,Nedecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/medicina/garsoniera-de-inchiriat-X5R30000E?lista=2350118,"Timisoara, zona Medicina"
Amenajare impecabila 3 camere,480,62 mp utili,3 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/timocului-saguna/apartament-de-inchiriat-3-camere-X56J0008E?lista=2350118,"Timisoara, zona Timocului-Saguna"
"Apartament 2 camere, renovat, totul nou, Sagului.",385,50 mp utili,2 camere,Etaj 2/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X6UV1004F?lista=2350118,"Timisoara, zona Sagului"
"3 cam, Piata Victoriei",650,80 mp utili,3 camere,Etaj 3/3,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X6SD10017?lista=2350118,"Timisoara, zona Ultracentral"
Prima inchiriere. Zona centrala. Complet amenajat. Centrala proprie.,400,64 mp utili,2 camere,Etaj 2/2,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X0Q6101VJ?lista=2350118,"Timisoara, zona Central"
Ultracentral - 3 camere - 70 mp utili - 600 euro !!!,600,70 mp utili,3 camere,Etaj 4/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X9RO0006C?lista=2350118,"Timisoara, zona Ultracentral"
Apartament 3 camere de inchiriat - Piata Victoriei,600,63 mp utili,3 camere,Etaj 1/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X1BR10027?lista=2350118,"Timisoara, zona Ultracentral"
"APARTAMENT MODERN, FRUMOS MOBILAT IN ZONA COMPLEX OLIMPIA!!!!",300,60 mp utili,2 camere,Etaj 1/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/olimpia-stadion/apartament-de-inchiriat-2-camere-X4PP1001E?lista=2350118,"Timisoara, zona Olimpia-Stadion"
"PC129, Apartament 2 Camere , Centrala Proprie, Zona Lidia",350,50 mp utili,2 camere,Etaj 5/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lidia/apartament-de-inchiriat-2-camere-X7SO0002F?lista=2350118,"Timisoara, zona Lidia"
Apartament TorontoResidence! +loc parcare inclus,300,40 mp utili,o cameră,Etaj 1/7,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/torontalului/garsoniera-de-inchiriat-X9VN00004?lista=2350118,"Timisoara, zona Torontalului"
Apartament 2 camere Zona Medicina,350,50 mp utili,2 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X17L101F2?lista=2350118,"Timisoara, zona Medicina"
Chirie ap 4 cam Sagului,380,90 mp utili,4 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-4-camere-XAIR0000B?lista=2350118,"Timisoara, zona Sagului"
"Apartament 3 camere ultrafinisat in zona centrala, pe malul Begai",550,70 mp utili,3 camere,Etaj 5/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X1BR1006E?lista=2350118,"Timisoara, zona Central"
APARTAMENT SPITALUL JUDETEAN,400,45 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/spitalul-judetean/apartament-de-inchiriat-2-camere-X9BR10017?lista=2350118,"Timisoara, zona Spitalul Judetean"
"Apartament 2 camere, LUX, Complex Adora Forest",499,57 mp utili,2 camere,Etaj 6/11,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7U000082?lista=2350118,"Timisoara, zona Lipovei"
"Sagului-Doina, amenajat modern, utilat",300,42 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X5R30000R?lista=2350118,"Timisoara, zona Sagului"
"PC119, Apartament 2 Camere , Spatios , Complexul Studentesc",380,51 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X7SO0008N?lista=2350118,"Timisoara, zona Complex Studentesc"
Mobilat si utilat complet. La 2 pasi de mijloc de transport.,350,51 mp utili,3 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/girocului/apartament-de-vanzare-sau-de-inchiriat-3-camere-X9B91005G?lista=2350118,"Timisoara, zona Girocului"
"Inchiriez ap 2 sau 3 camere zona Torontalului, bloc nou",450,50 mp utili,2 camere,Etaj 1/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X6SD1001C?lista=2350118,"Timisoara, zona Torontalului"
Apartament 3 camere in zona Lipovei,380,63 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X9OS0004M?lista=2350118,"Timisoara, zona Lipovei"
"Disponibil imediat, mobilat si utilat complet, prima inchiriere",450,65 mp utili,3 camere,Parter/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/exterior-nord/apartament-de-inchiriat-3-camere-X9B91006T?lista=2350118,"Timisoara, zona Exterior Nord"
Apartament cu o camera cochet pe Str Vasile Alecsandri,380,35 mp utili,o cameră,Etaj 2/3,Nedecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/p-ta-unirii/garsoniera-de-inchiriat-X07F100F6?lista=2350118,"Timisoara, zona P-ta Unirii"
Apartament 2 camere Girocului,300,50 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X9OS0004U?lista=2350118,"Timisoara, zona Girocului"
Apartament 1 camere Complexul Studentesc,300,37 mp utili,o cameră,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X17L100S8?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament 2 camere zona Garii,300,50 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/garii/apartament-de-inchiriat-2-camere-XAVL00009?lista=2350118,"Timisoara, zona Garii"
Apartament 3 camere Dambovita,350,70 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-3-camere-X9OS0000V?lista=2350118,"Timisoara, zona Dambovita"
"Apartament 3 camere, Posta Mare",400,60 mp utili,3 camere,Etaj 3/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X41F100NK?lista=2350118,"Timisoara, zona Central"
"TAKE IONESCU, MEDICINA, ETAJ INTERMEDIAR, DECOMANDAT!!",290,30 mp utili,o cameră,Etaj 6/10,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/take-ionescu/garsoniera-de-inchiriat-X1890003L?lista=2350118,"Timisoara, zona Take Ionescu"
"Central- 3 cam- Mobilat, utilat LUX- et 1- 500 eu!",500,115 mp utili,3 camere,Etaj 1/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X89S001CD?lista=2350118,"Timisoara, zona Ultracentral"
De inchiriat apartament 2 camere ULTRACENTRAL,400,40 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-XANK00004?lista=2350118,"Timisoara, zona Ultracentral"
"PC170 Garsoniera , Moderna ,LUX, Zona Girocului",220,17 mp utili,o cameră,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/girocului/garsoniera-de-inchiriat-X7SO0006I?lista=2350118,"Timisoara, zona Girocului"
Apadtament cu 3 camere Circumvalatiunii,400,65 mp utili,3 camere,Etaj 4/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-3-camere-X9OS0004R?lista=2350118,"Timisoara, zona Circumvalatiunii"
Chirie zona centrala - pret negociabil - compartimentare ideala!,500,110 mp utili,3 camere,Etaj 1/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X89S001C7?lista=2350118,"Timisoara, zona Central"
"Apartament Cetatii, 3 camere, decomandat",320,76 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/cetatii/apartament-de-inchiriat-3-camere-X9OS00012?lista=2350118,"Timisoara, zona Cetatii"
Apartament de lux in zona Balcescu ! disponibil imediat,450,65 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-X9VN0000A?lista=2350118,"Timisoara, zona Balcescu"
De inchiriat apartament cu finisaje de calitate superioara -zona Central,800,136 mp utili,4 camere,Etaj 2/2,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-4-camere-X1BR10026?lista=2350118,"Timisoara, zona Central"
Centrala proprie. Model mare. Complet mobilat si utilat.,400,70 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/girocului/apartament-de-vanzare-sau-de-inchiriat-3-camere-X0Q610M0P?lista=2350118,"Timisoara, zona Girocului"
"PC124,Apartament 2 Camere, Renovat, Zona Balcescu",450,55 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-X7SO000AG?lista=2350118,"Timisoara, zona Balcescu"
"garsoniera mobilata si utilata, aer conditionat, complex studentesc",210,21 mp utili,o cameră,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X42O0001I?lista=2350118,"Timisoara, zona Complex Studentesc"
Punctele Cardinale - intimitate - loc de parcare - complet renovat!,700,90 mp utili,3 camere,Etaj 6/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-3-camere-X89S000RM?lista=2350118,"Timisoara, zona P-ta Unirii"
Punctele Cardinale apartament 3 cam,500,90 mp utili,3 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/punctele-cardinale/apartament-de-inchiriat-3-camere-X7PS0004D?lista=2350118,"Timisoara, zona Punctele Cardinale"
Chirie ap 3 cam Torontalului,350,72 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-XAIR0000A?lista=2350118,"Timisoara, zona Torontalului"
"Apartament 3 camere, Aradului, spatios",500,68 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X7U000023?lista=2350118,"Timisoara, zona Aradului"
"Exclusivist, intr-un imobil elegant, langa ISHO - Take Ionescu",750,110 mp utili,3 camere,Etaj 1/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X4OV000JD?lista=2350118,"Timisoara, zona Take Ionescu"
Tipografilor 2 cam 450 euro,450,50 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X4NI000G4?lista=2350118,"Timisoara, zona Medicina"
Apartament cu 3 camere de inchiriat in zona Braytim,550,80 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-3-camere-X47N100AH?lista=2350118,"Timisoara, zona Braytim"
Complex Apart 1 cam 200E,200,30 mp utili,o cameră,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X7PS00048?lista=2350118,"Timisoara, zona Complex Studentesc"
"Apartament 2 camere + Garaj, Central",400,47 mp utili,2 camere,Parter/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X41F100O4?lista=2350118,"Timisoara, zona Central"
Dambovita- 3 cam DEC- Contract Finante- 400 Eu,400,70 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-3-camere-X89S00116?lista=2350118,"Timisoara, zona Dambovita"
Apartament cu 2 camere + garaj,400,55 mp utili,2 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/elisabetin/apartament-de-inchiriat-2-camere-X0KT0003B?lista=2350118,"Timisoara, zona Elisabetin"
APARTAMENT LUX IN BLOC NOU-ARADULUI,380,58 mp utili,2 camere,Etaj 2/6,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/aradului/apartament-de-vanzare-sau-de-inchiriat-2-camere-X47N1004I?lista=2350118,"Timisoara, zona Aradului"
Apartament lux de inchiriat,400,57 mp utili,2 camere,Etaj 2/6,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X7U00007U?lista=2350118,"Timisoara, zona Torontalului"
COMPLEX apartament 3 camere lux,470,75 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-3-camere-X7PS0000I?lista=2350118,"Timisoara, zona Complex Studentesc"
4 camere- MODEL DEOSEBIT - 100 mp,550,100 mp utili,4 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-4-camere-X6SD1003P?lista=2350118,"Timisoara, zona Balcescu"
"3 camere de inchiriat, in zona Girocului",390,75 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-X1BR1000M?lista=2350118,"Timisoara, zona Girocului"
"Apartament 2 camere, Girocului",300,42 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X7U00009I?lista=2350118,"Timisoara, zona Girocului"
Apartament 2 camere Girocului,375,80 mp utili,2 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X17L100R8?lista=2350118,"Timisoara, zona Girocului"
Ultra central - 3 camere - decomandat - 500 euro,500,70 mp utili,3 camere,Etaj 4/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X9RO0000G?lista=2350118,"Timisoara, zona Ultracentral"
"Apartament 2 camere, Complex Studentesc",300,50 mp utili,2 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X7U00009O?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament 3 camere Dacia,350,60 mp utili,3 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dacia/apartament-de-inchiriat-3-camere-X17L100S6?lista=2350118,"Timisoara, zona Dacia"
"De inchiriat in exclusivitate apartament 2 camere,Lipovei,bloc nou",400,50 mp utili,2 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-XA6A0000B?lista=2350118,"Timisoara, zona Lipovei"
APARTAMENT ZONA MEDICINEI,600,73 mp utili,3 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X47N1008V?lista=2350118,"Timisoara, zona Medicina"
P-ta 700 2 camere,360,45 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X9O30004S?lista=2350118,"Timisoara, zona Central"
Calea Aradului-Ap. Mansarda- 60 mp- de inchirat,340,60 mp utili,2 camere,Etaj 5/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7PS00012?lista=2350118,"Timisoara, zona Aradului"
Girocului 2 camere 280 euro,280,50 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X4NI001AR?lista=2350118,"Timisoara, zona Girocului"
Apartament Central,300,50 mp utili,2 camere,Etaj 1/2,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X7U00009J?lista=2350118,"Timisoara, zona Central"
Garsoniera Complexul Studentesc,230,24 mp utili,o cameră,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X6SD10036?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament cu 2 camere de inchiriat in zona Central,500,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X1BR1003P?lista=2350118,"Timisoara, zona Central"
Apartament cu 2 camere de inchiriat in zona Ultracentral,380,64 mp utili,2 camere,Demisol/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X1BR1005O?lista=2350118,"Timisoara, zona Ultracentral"
Spatios si renovat,600,110 mp utili,3 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X47N1006L?lista=2350118,"Timisoara, zona Take Ionescu"
Chrie Apartament 3 camere Sagiului,350,50 mp utili,3 camere,Etaj 1/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X7RB00011?lista=2350118,"Timisoara, zona Sagului"
"Apartament 3 camere, Olimpia-Stadion, spatios",360,70 mp utili,3 camere,Etaj 3/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-3-camere-X7U00006P?lista=2350118,"Timisoara, zona Complex Studentesc"
"AT080, Apartament 1 Camera, Mobilat, Zona Buziasului",280,37 mp utili,o cameră,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/buziasului/garsoniera-de-inchiriat-X7SO000IB?lista=2350118,"Timisoara, zona Buziasului"
Aradului - 2 camere - centrala proprie - 350 euro,350,50 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X9RO000IM?lista=2350118,"Timisoara, zona Aradului"
Apartament 1 camera Take Ionescu,290,35 mp utili,o cameră,Etaj 6/8,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/take-ionescu/garsoniera-de-inchiriat-X9OS00010?lista=2350118,"Timisoara, zona Take Ionescu"
Apartament 2 camere decomandat Medicina amenajat mobilat nou,400,65 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X7630002S?lista=2350118,"Timisoara, zona Medicina"
"Apartament de lux, de inchiriat in zona Braytim",500,65 mp utili,2 camere,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X1BR10021?lista=2350118,"Timisoara, zona Braytim"
Chirie ap 1 cam Steaua,290,45 mp utili,o cameră,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/steaua/garsoniera-de-inchiriat-XAIR00009?lista=2350118,"Timisoara, zona Steaua"
"PC104, Apartament 3 Camere , Spatios , Zona Medicina",450,60 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X7SO00071?lista=2350118,"Timisoara, zona Medicina"
"Balcescu, parter, semi-central, 2 cam in bloc de ap. 51 mp util cf1",340,51 mp utili,2 camere,Parter/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-XARP10002?lista=2350118,"Timisoara, zona Balcescu"
"AT058, Apartament 3 Camere, Centrala Proprie, Zona Lipovei",380,55 mp utili,3 camere,Demisol/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X7SO000CB?lista=2350118,"Timisoara, zona Lipovei"
